Geo Shape;DEP;INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;Geo Point;ID
"{""coordinates"": [[[2.277516523186474, 48.85795347965202], [2.277880093580307, 48.856208221357626], [2.277498468832317, 48.85591362606692], [2.276608781433164, 48.85540101213954], [2.274697084838497, 48.85644438832217], [2.273048288735067, 48.857297767518396], [2.274404500817552, 48.85817387924402], [2.274700880177464, 48.85822783872872], [2.274939456369508, 48.85832191833792], [2.275195502846893, 48.858140000544346], [2.277516523186474, 48.85795347965202]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6211;751166211;Muette 11;H;48.85701134334518, 2.2758401366859724;IRIS____0000000751166211
"{""coordinates"": [[[2.35163297670859, 48.89118849905594], [2.349597519721272, 48.8915650688925], [2.349552127066426, 48.891705116699654], [2.349782393706239, 48.89183227244239], [2.351028509996089, 48.89361879020235], [2.352771445892002, 48.89494572745603], [2.352909865219315, 48.89511195032028], [2.35287447067146, 48.89422862675915], [2.35261089831294, 48.89315880894264], [2.351680703136595, 48.891408192261736], [2.35163297670859, 48.89118849905594]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7018;751187018;Clignancourt 18;H;48.89281672279788, 2.3514689240283326;IRIS____0000000751187018
"{""coordinates"": [[[2.344312723525916, 48.89253089905847], [2.345371587274689, 48.89433533579804], [2.346125982198739, 48.8958440202739], [2.348747197224184, 48.892707083556694], [2.349098837243547, 48.89228991128892], [2.348832459927789, 48.892214718631735], [2.348729533622137, 48.89172043074552], [2.344312723525916, 48.89253089905847]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7021;751187021;Clignancourt 21;H;48.89334964921559, 2.3466420710625324;IRIS____0000000751187021
"{""coordinates"": [[[2.291574191963458, 48.86898533381962], [2.294646361782479, 48.87326007770977], [2.295124259748336, 48.873207133542124], [2.295736813039051, 48.86954770822174], [2.295726387838315, 48.86820132485305], [2.295560106466161, 48.86789636688587], [2.295341994041001, 48.86789598230987], [2.294776953107804, 48.86804554341782], [2.291574191963458, 48.86898533381962]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6412;751166412;Chaillot 12;A;48.87016581676556, 2.294165450679811;IRIS____0000000751166412
"{""coordinates"": [[[2.349069026043048, 48.83707267227053], [2.347007359776022, 48.83731595609234], [2.345521063609997, 48.837632504590125], [2.345999825576988, 48.84030354205142], [2.349814478843176, 48.838803510212266], [2.34900177774623, 48.83711187845116], [2.349069026043048, 48.83707267227053]]], ""type"": ""Polygon""}";75;75105;Paris 5e Arrondissement;1901;751051901;Val de Grâce 1;H;48.838496477909004, 2.3474761678974363;IRIS____0000000751051901
"{""coordinates"": [[[2.29790844777493, 48.877745383278764], [2.298154863077949, 48.878076885658906], [2.300837245802401, 48.8786582655758], [2.303141823521401, 48.87915015041041], [2.305141532790596, 48.87806997778563], [2.305182666865955, 48.87795060454004], [2.305373529654847, 48.87795261150079], [2.306660268334812, 48.87736830611166], [2.307934033117392, 48.87632165138272], [2.309198637543141, 48.875036604377065], [2.305643307046338, 48.87489912008019], [2.305479841578351, 48.874888279030806], [2.305229787641235, 48.87503162184733], [2.304375818509014, 48.87537290854282], [2.300140622029627, 48.87722784362911], [2.298745885791634, 48.877625283626585], [2.29842793923117, 48.87764410552626], [2.29790844777493, 48.877745383278764]]], ""type"": ""Polygon""}";75;75108;Paris 8e Arrondissement;3002;751083002;Faubourg du Roule 2;H;48.87698326429679, 2.303907018688656;IRIS____0000000751083002
"{""coordinates"": [[[2.397455429907357, 48.84271786415418], [2.395662543607725, 48.844929334178595], [2.395171331992444, 48.84545657277364], [2.395380681161972, 48.84561681702532], [2.398383534568902, 48.845297394824016], [2.401845352463756, 48.84499548203783], [2.40225665474387, 48.84501372619253], [2.40153186483667, 48.842985650221806], [2.400366597146495, 48.839930088485154], [2.400109892149316, 48.839741734455], [2.397455429907357, 48.84271786415418]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4615;751124615;Picpus 15;H;48.84337910984765, 2.399169400749445;IRIS____0000000751124615
"{""coordinates"": [[[[2.363500766590118, 48.83342156060563], [2.363408178936664, 48.833528992107134], [2.359290607549596, 48.8365720517397], [2.361558982191758, 48.835684813930065], [2.363794449704822, 48.83447358536866], [2.3661717584707, 48.83536938552717], [2.366319104056581, 48.83535217889295], [2.366997037181104, 48.834722614054904], [2.367211688631553, 48.834659894762424], [2.364947168507532, 48.83390051815324], [2.363500766590118, 48.83342156060563]]], [[[2.371356407079589, 48.837109139563935], [2.371336304005304, 48.83719447359435], [2.3714441629449, 48.837288574383386], [2.370858428813947, 48.83784400058377], [2.370838096680206, 48.837948219930205], [2.370961935555411, 48.838072983527006], [2.372389708934393, 48.83864438455523], [2.37316415500658, 48.83803058231791], [2.373758191986649, 48.83746259740228], [2.371972995041218, 48.83659254534896], [2.371356407079589, 48.837109139563935]]]], ""type"": ""MultiPolygon""}";75;75113;Paris 13e Arrondissement;4901;751134901;Salpêtrière 1;H;48.835724017873076, 2.3666761041014186;IRIS____0000000751134901
"{""coordinates"": [[[2.334862059021432, 48.84024662796662], [2.336656991547952, 48.83967110757372], [2.337552480490955, 48.83943054303642], [2.336618165732024, 48.838546683808545], [2.336319064042516, 48.83838943412532], [2.335471336422248, 48.837556409905204], [2.333480822733185, 48.83553164751284], [2.332627719106447, 48.83448721840909], [2.332355112302094, 48.83471053975142], [2.332127716804929, 48.83512657818082], [2.330828474909787, 48.83869880546567], [2.331020880862344, 48.83878172412139], [2.332503044015414, 48.839755024890074], [2.333317950384403, 48.83921185499776], [2.334826123273169, 48.84017987505972], [2.334862059021432, 48.84024662796662]]], ""type"": ""Polygon""}";75;75114;Paris 14e Arrondissement;5310;751145310;Montparnasse 10;H;48.83789615246645, 2.3336832639823655;IRIS____0000000751145310
"{""coordinates"": [[[2.298680086446092, 48.83350333374699], [2.297600558090852, 48.832533767793], [2.295802341201252, 48.830111064570374], [2.295563416803572, 48.82984793848977], [2.292293004228809, 48.83092767088427], [2.293372406521513, 48.83209784718189], [2.295665648295162, 48.83448122836445], [2.298680086446092, 48.83350333374699]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5705;751155705;Saint-Lambert 5;H;48.832166967991206, 2.2954679870578185;IRIS____0000000751155705
"{""coordinates"": [[[2.290498510749712, 48.84466844266976], [2.287983400498691, 48.845643702699974], [2.286857273830996, 48.846083980201236], [2.286473271330692, 48.84626336251175], [2.286025257619379, 48.846539493095136], [2.288910770129512, 48.84668618719016], [2.292421147026032, 48.84687877901845], [2.290498510749712, 48.84466844266976]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5904;751155904;Grenelle 4;H;48.8460179378488, 2.2895793035911995;IRIS____0000000751155904
"{""coordinates"": [[[2.283612791359058, 48.836863140121864], [2.283416771313687, 48.837049035712795], [2.281774242820146, 48.83789808613751], [2.281302804550013, 48.838295475523736], [2.282149121148167, 48.838773627475305], [2.284161090063844, 48.83959691819993], [2.285319383840067, 48.83888884357493], [2.285520508653041, 48.838926919309834], [2.285883227541166, 48.839203393680286], [2.287682797781301, 48.838126782692164], [2.285019644040932, 48.83739859058591], [2.283612791359058, 48.836863140121864]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;6003;751156003;Javel 3;H;48.83824899808442, 2.2842870528601336;IRIS____0000000751156003
"{""coordinates"": [[[2.278981615819666, 48.87106047848948], [2.277488291551287, 48.87139052746064], [2.284692009848246, 48.872192841196366], [2.285318302054727, 48.869869974065594], [2.285120154521912, 48.86980493713479], [2.285049239286669, 48.86970738407917], [2.282806455738843, 48.870215587783456], [2.278981615819666, 48.87106047848948]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6309;751166309;Porte Dauphine 9;H;48.87108073487393, 2.282510564357013;IRIS____0000000751166309
"{""coordinates"": [[[2.374100549488138, 48.88837265585101], [2.372577534299786, 48.88891327217672], [2.371447220151226, 48.88923110038662], [2.371265566232746, 48.889253529087874], [2.37224700626142, 48.89132981668623], [2.376404608033659, 48.890594312041515], [2.376900051935309, 48.89056271695597], [2.374100549488138, 48.88837265585101]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7310;751197310;Villette 10;H;48.889935416371834, 2.373748513344378;IRIS____0000000751197310
"{""coordinates"": [[[2.387452080744171, 48.874664902348734], [2.386813394433954, 48.87460137707343], [2.385691787589019, 48.87409919422547], [2.38392454264863, 48.87539234683916], [2.383561387447425, 48.87577898910847], [2.38358251122729, 48.876067783649034], [2.38387820939328, 48.87677348301237], [2.385174500074866, 48.876803530316], [2.3853036596205, 48.87683477087889], [2.385372316469916, 48.876793754142575], [2.385773190415271, 48.87679221434223], [2.387602881567588, 48.87633393587681], [2.387531458878229, 48.87626252325536], [2.387392432532162, 48.87579505847408], [2.387452080744171, 48.874664902348734]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7601;751197601;Combat 1;H;48.875644068409436, 2.3856361185986703;IRIS____0000000751197601
"{""coordinates"": [[[2.278472474385233, 48.85132286977129], [2.278329459308403, 48.851415540969], [2.27607095138068, 48.85261693590466], [2.275939805638895, 48.85273755621539], [2.27741728572838, 48.85370880447998], [2.280205024118522, 48.85296924442277], [2.280355632775107, 48.85291888675747], [2.280736337170161, 48.85268734194921], [2.278472474385233, 48.85132286977129]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6222;751166222;Muette 22;A;48.85259691966285, 2.27826756072307;IRIS____0000000751166222
"{""coordinates"": [[[2.360370346209623, 48.85239038147351], [2.360228635036609, 48.85216658406354], [2.360488866117872, 48.8520609520986], [2.360132817972416, 48.85175686554033], [2.359285883973073, 48.85214085434423], [2.352389817334616, 48.85457155498758], [2.35260331445759, 48.855267909766], [2.353116521049305, 48.8550971103196], [2.355747570835209, 48.85405096852729], [2.360370346209623, 48.85239038147351]]], ""type"": ""Polygon""}";75;75104;Paris 4e Arrondissement;1499;751041499;Seine et Berges 2;D;48.85353612531102, 2.356288414897917;IRIS____0000000751041499
"{""coordinates"": [[[2.344281403902505, 48.853756649383996], [2.344634297019093, 48.854088645680854], [2.346673612596327, 48.85339920106394], [2.349023837979599, 48.8523633631955], [2.349933698541125, 48.852076019570276], [2.349827843926795, 48.85204036956527], [2.349565391348728, 48.851776331411365], [2.348262117941535, 48.85235561913913], [2.346818181207789, 48.85306453114882], [2.346713936006374, 48.85311792330493], [2.344281403902505, 48.853756649383996]]], ""type"": ""Polygon""}";75;75105;Paris 5e Arrondissement;2099;751052099;Seine et Berges 3;D;48.85300120819494, 2.347075359727803;IRIS____0000000751052099
"{""coordinates"": [[[2.314959943070394, 48.86097696962883], [2.315189660196816, 48.862892102030614], [2.31784768507661, 48.86289379194555], [2.318446419937379, 48.86276409950895], [2.319039006863441, 48.86258310617697], [2.319284615584906, 48.86245949386547], [2.319667988850566, 48.86211992100518], [2.318815117735038, 48.86073276787883], [2.318022271013671, 48.86080289840895], [2.314959943070394, 48.86097696962883]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2605;751072605;Invalides 5;A;48.861854850618144, 2.3171803057702935;IRIS____0000000751072605
"{""coordinates"": [[[2.229615132438551, 48.86685422675553], [2.230658982743392, 48.86807956691848], [2.23173635974686, 48.8690685816018], [2.233702274504686, 48.86989779648331], [2.23557581105711, 48.87052313464571], [2.23922505676246, 48.87157344354983], [2.240945304504728, 48.872341617504404], [2.241856061513682, 48.87290138868821], [2.243010273208006, 48.873784659113376], [2.245703788405577, 48.876459232468], [2.246397777702424, 48.87617761137763], [2.254817140668557, 48.87408088136047], [2.255410336689475, 48.87426354266786], [2.255372343622852, 48.87406005399717], [2.25527110043386, 48.87398927511185], [2.257130272574751, 48.872495320302065], [2.258555250856573, 48.871231577796074], [2.258619193641574, 48.87124096735208], [2.259420116648559, 48.87061997869362], [2.259323867066573, 48.87058161047349], [2.260152022263815, 48.86996168452448], [2.260941508566404, 48.86918322825475], [2.261570322673538, 48.86867807712177], [2.261830504761444, 48.868596042446256], [2.261865207304824, 48.86864841878947], [2.262011458348955, 48.86862144077553], [2.262414858110575, 48.86853399235093], [2.262676719506016, 48.868429482424105], [2.262851468086776, 48.86841167244001], [2.263176072310012, 48.86840108027979], [2.264580512288909, 48.86847716922983], [2.265378271096425, 48.86836245473054], [2.265531747353871, 48.868402968039796], [2.265710995841868, 48.8682592724619], [2.265778555594994, 48.86810859605605], [2.265661452103338, 48.86771216336558], [2.265151060786728, 48.86707408892596], [2.264993305517249, 48.86675744786235], [2.265019994385034, 48.866315130674174], [2.265427765466335, 48.86562603224113], [2.266396460208992, 48.86459861746303], [2.266977738668456, 48.86407335932315], [2.267123370260566, 48.86399241003502], [2.267365768701056, 48.8637186919223], [2.265509503523281, 48.86263258541527], [2.265182668633359, 48.86222407055538], [2.265137260520648, 48.862061008415644], [2.26519563044399, 48.861498370190375], [2.265096429427575, 48.861090352754], [2.263008187497581, 48.85781643939175], [2.261219855679922, 48.85830455626079], [2.260306384732779, 48.85841942734806], [2.25878801637461, 48.85841902573782], [2.257478851178914, 48.85846756918269], [2.252825764884465, 48.85797993289341], [2.249883890583766, 48.85782932190883], [2.24845750026865, 48.857878830481155], [2.247399480560434, 48.857997192105934], [2.246107986670096, 48.858237286128016], [2.245387086234557, 48.858417111178575], [2.244169728143889, 48.85880694561576], [2.243211105130076, 48.8592118945999], [2.242005276229948, 48.85983741214158], [2.240759631476477, 48.860574185314256], [2.239744212371298, 48.86122427089672], [2.238228775522986, 48.862322643733336], [2.237563916897985, 48.86323125801165], [2.237258205229996, 48.863535990854345], [2.236993900768341, 48.863712378792165], [2.236479464725529, 48.863934836529964], [2.23586717709639, 48.86413688145991], [2.23577542795679, 48.864351241900565], [2.233372747027018, 48.86561026338172], [2.232823802909863, 48.86585946487335], [2.231887420843955, 48.86622039610265], [2.229615132438551, 48.86685422675553]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6277;751166277;Bois de Boulogne 2;D;48.86612277739057, 2.2498014541236;IRIS____0000000751166277
"{""coordinates"": [[[2.403457625643953, 48.847707892342555], [2.406296268896808, 48.847454904426925], [2.405742823690529, 48.84472351405217], [2.402993159631136, 48.84495354953598], [2.402543644553275, 48.84494051321804], [2.40225665474387, 48.84501372619253], [2.402509665090365, 48.84505186366638], [2.403151483043819, 48.84576375961958], [2.403457625643953, 48.847707892342555]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4513;751124513;Bel-Air 13;H;48.8461872613465, 2.4045735138499036;IRIS____0000000751124513
"{""coordinates"": [[[2.395171331992444, 48.84545657277364], [2.395662543607725, 48.844929334178595], [2.397455429907357, 48.84271786415418], [2.394075567251052, 48.841020789614525], [2.393653848642818, 48.841432358302164], [2.390269527823669, 48.844210363655], [2.394234387215511, 48.84611285902846], [2.394468346088699, 48.84626603454286], [2.395171331992444, 48.84545657277364]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4616;751124616;Picpus 16;H;48.84361576014107, 2.3940286949387017;IRIS____0000000751124616
